StudentID,AcademicYear,Term,Subject,Score,ClassLevel
1001,2023,Third Term,Physics,48.46391462716449,SS2
1001,2023,Third Term,Chemistry,93.39339777942439,SS2
1001,2023,Third Term,Biology,92.49398293192843,SS2
1001,2023,Third Term,Economics,50.64060640983193,SS2
1001,2023,Third Term,Government,48.10479953632086,SS2
1001,2023,Third Term,Civic Education,46.35240193377965,SS2
1001,2023,Third Term,Literature in English,43.99605467031359,SS2
1001,2023,Third Term,Agricultural Science,54.47360204737562,SS2
1001,2023,Third Term,Technical Drawing,70.2150768492211,SS2
1001,2023,Third Term,Further Mathematics,83.20162403370294,SS2
1001,2023,Third Term,Yoruba,73.56158061913274,SS2
1002,2021,First Term,Mathematics,82.91123071902933,SS2
1002,2021,First Term,English Language,69.64146858832109,SS2
1002,2021,First Term,Physics,88.21784719187643,SS2
1002,2021,First Term,Chemistry,82.4367145365151,SS2
1002,2021,First Term,Biology,41.6215960209668,SS2
1002,2021,First Term,Economics,80.75630609220511,SS2
1002,2021,First Term,Government,83.726903268905,SS2
1002,2021,First Term,Civic Education,94.59134768861679,SS2
1002,2021,First Term,Literature in English,91.22074699163466,SS2
1002,2021,First Term,Agricultural Science,69.37703488934,SS2
1002,2021,First Term,Technical Drawing,46.14799879757021,SS2
1002,2021,First Term,Further Mathematics,42.877929628864976,SS2
1002,2021,First Term,Yoruba,78.08279385302097,SS2
1002,2021,Second Term,Mathematics,86.64230730739109,SS2
1002,2021,Second Term,English Language,41.78342420786424,SS2
1002,2021,Second Term,Physics,74.47182465367965,SS2
1002,2021,Second Term,Chemistry,53.161323329532195,SS2
1002,2021,Second Term,Biology,45.25833007340373,SS2
1002,2021,Second Term,Economics,44.20365039942686,SS2
1002,2021,Second Term,Government,52.73197747719952,SS2
1002,2021,Second Term,Civic Education,96.92535516878385,SS2
1002,2021,Second Term,Literature in English,73.94499325619498,SS2
1002,2021,Second Term,Agricultural Science,42.19473645107876,SS2
1002,2021,Second Term,Technical Drawing,47.23368352110545,SS2
1002,2021,Second Term,Further Mathematics,41.2230309851723,SS2
1002,2021,Second Term,Yoruba,93.21304689665746,SS2
1002,2021,Third Term,Mathematics,53.21125576779339,SS2
1002,2021,Third Term,English Language,79.19166938307674,SS2
1002,2021,Third Term,Physics,89.21256492626989,SS2
1002,2021,Third Term,Chemistry,52.09017193164379,SS2
1002,2021,Third Term,Biology,92.16358710528155,SS2
1002,2021,Third Term,Economics,69.14845013152363,SS2
1002,2021,Third Term,Government,88.8491646409997,SS2
1002,2021,Third Term,Civic Education,86.69355217510554,SS2
1002,2021,Third Term,Literature in English,98.2454240091279,SS2
1002,2021,Third Term,Agricultural Science,73.62094445194529,SS2
1002,2021,Third Term,Technical Drawing,51.34943595896125,SS2
1002,2021,Third Term,Further Mathematics,73.04173471905824,SS2
1002,2021,Third Term,Yoruba,46.557737518729496,SS2
1002,2022,First Term,Mathematics,73.42123295615158,SS2
1002,2022,First Term,English Language,89.13195817091487,SS2
1002,2022,First Term,Physics,55.136671475904876,SS2
1002,2022,First Term,Chemistry,84.47767615707015,SS2
1002,2022,First Term,Biology,57.600694783315944,SS2
1002,2022,First Term,Economics,87.62827100646342,SS2
1002,2022,First Term,Government,68.01748565284447,SS2
1002,2022,First Term,Civic Education,55.98443310275425,SS2
1002,2022,First Term,Literature in English,83.6994148661361,SS2
1002,2022,First Term,Agricultural Science,43.8075262740367,SS2
1002,2022,First Term,Technical Drawing,74.30556791424249,SS2
1002,2022,First Term,Further Mathematics,47.674679416588305,SS2
1002,2022,First Term,Yoruba,59.07635639795606,SS2
1002,2022,Second Term,Mathematics,41.1050398398011,SS2
1002,2022,Second Term,English Language,54.07682064125148,SS2
1002,2022,Second Term,Physics,89.83336125225159,SS2
1002,2022,Second Term,Chemistry,98.47715807505877,SS2
1002,2022,Second Term,Biology,98.28570197702385,SS2
1002,2022,Second Term,Economics,72.20204818595305,SS2
1002,2022,Second Term,Government,49.15346723507052,SS2
1002,2022,Second Term,Civic Education,75.56626072306409,SS2
1002,2022,Second Term,Literature in English,54.049588235323114,SS2
1002,2022,Second Term,Agricultural Science,95.82703333133622,SS2
1002,2022,Second Term,Technical Drawing,86.64993411465946,SS2
1002,2022,Second Term,Further Mathematics,82.96931534644952,SS2
1002,2022,Second Term,Yoruba,46.31731487633903,SS2
1002,2022,Third Term,Mathematics,72.9185599513947,SS2
1002,2022,Third Term,English Language,41.65825627121732,SS2
1002,2022,Third Term,Physics,66.36338833414432,SS2
1002,2022,Third Term,Chemistry,73.53555987495815,SS2
1002,2022,Third Term,Biology,51.1190522759351,SS2
1002,2022,Third Term,Economics,40.819036409387756,SS2
1002,2022,Third Term,Government,89.33749121502154,SS2
1002,2022,Third Term,Civic Education,78.77651493191244,SS2
1002,2022,Third Term,Literature in English,58.09167864319505,SS2
1002,2022,Third Term,Agricultural Science,89.67580032168073,SS2
1002,2022,Third Term,Technical Drawing,89.71490645997164,SS2
1002,2022,Third Term,Further Mathematics,69.44302477437179,SS2
1002,2022,Third Term,Yoruba,90.67661224454089,SS2
1002,2023,First Term,Mathematics,46.30840454773595,SS2
1002,2023,First Term,English Language,76.95896361350677,SS2
1002,2023,First Term,Physics,96.95494855065246,SS2
1002,2023,First Term,Chemistry,66.8881306930802,SS2
1002,2023,First Term,Biology,67.49979362692919,SS2
1002,2023,First Term,Economics,98.76812497722881,SS2
1002,2023,First Term,Government,83.99432253239888,SS2
1002,2023,First Term,Civic Education,84.8592559576474,SS2
1002,2023,First Term,Literature in English,91.87780818582178,SS2
1002,2023,First Term,Agricultural Science,99.82677087357928,SS2
1002,2023,First Term,Technical Drawing,87.26753701501448,SS2
1002,2023,First Term,Further Mathematics,77.69897349119476,SS2
1002,2023,First Term,Yoruba,57.52416666126168,SS2
1002,2023,Second Term,Mathematics,84.81975474401446,SS2
1002,2023,Second Term,English Language,63.910401074505955,SS2
1002,2023,Second Term,Physics,53.15217574812731,SS2
1002,2023,Second Term,Chemistry,74.22731871345451,SS2
1002,2023,Second Term,Biology,54.74148714625395,SS2
1002,2023,Second Term,Economics,63.22447575162681,SS2
1002,2023,Second Term,Government,97.68904875909601,SS2
1002,2023,Second Term,Civic Education,67.76509152837954,SS2
1002,2023,Second Term,Literature in English,53.482327393813776,SS2
1002,2023,Second Term,Agricultural Science,89.59904335665288,SS2
1002,2023,Second Term,Technical Drawing,62.96136481384413,SS2
1002,2023,Second Term,Further Mathematics,50.700888726589376,SS2
1002,2023,Second Term,Yoruba,90.59729255735755,SS2
1002,2023,Third Term,Mathematics,58.537036192852256,SS2
1002,2023,Third Term,English Language,87.82317214121453,SS2
1002,2023,Third Term,Physics,64.00105271626718,SS2
1002,2023,Third Term,Chemistry,76.06062683696643,SS2
1002,2023,Third Term,Biology,69.80892986681935,SS2
1002,2023,Third Term,Economics,46.81922004425744,SS2
1002,2023,Third Term,Government,43.470636977865496,SS2
1002,2023,Third Term,Civic Education,88.15932624405772,SS2
1002,2023,Third Term,Literature in English,47.95064098305087,SS2
1002,2023,Third Term,Agricultural Science,46.14443957623064,SS2
1002,2023,Third Term,Technical Drawing,74.91136799122782,SS2
1002,2023,Third Term,Further Mathematics,82.36223826399666,SS2
1002,2023,Third Term,Yoruba,89.20894851457959,SS2
1003,2021,First Term,Mathematics,65.63638617988194,SS2
1003,2021,First Term,English Language,65.43544089885268,SS2
1003,2021,First Term,Physics,99.60032991317307,SS2
1003,2021,First Term,Chemistry,62.28371813924413,SS2
1003,2021,First Term,Biology,90.67593570642495,SS2
1003,2021,First Term,Economics,54.66084233334081,SS2
1003,2021,First Term,Government,73.23466475597252,SS2
1003,2021,First Term,Civic Education,69.59485153324886,SS2
1003,2021,First Term,Literature in English,92.50056962527287,SS2
1003,2021,First Term,Agricultural Science,90.68888901412592,SS2
1003,2021,First Term,Technical Drawing,85.37543454381179,SS2
1003,2021,First Term,Further Mathematics,60.55815828000158,SS2
1003,2021,First Term,Yoruba,87.35388675162162,SS2
1003,2021,Second Term,Mathematics,70.36851093911832,SS2
1003,2021,Second Term,English Language,70.42200755416526,SS2
1003,2021,Second Term,Physics,60.140906562186885,SS2
1003,2021,Second Term,Chemistry,80.55108849569805,SS2
1003,2021,Second Term,Biology,72.95782640520835,SS2
1003,2021,Second Term,Economics,99.77526263956062,SS2
1003,2021,Second Term,Government,46.72998719395238,SS2
1003,2021,Second Term,Civic Education,79.63953442343568,SS2
1003,2021,Second Term,Literature in English,89.18820014063544,SS2
1003,2021,Second Term,Agricultural Science,52.971870441037446,SS2
1003,2021,Second Term,Technical Drawing,53.192678526780206,SS2
1003,2021,Second Term,Further Mathematics,98.39979284932772,SS2
1003,2021,Second Term,Yoruba,67.38273158986053,SS2
1003,2021,Third Term,Mathematics,64.43455632458145,SS2
1003,2021,Third Term,English Language,88.63223418209148,SS2
1003,2021,Third Term,Physics,61.19259592722905,SS2
1003,2021,Third Term,Chemistry,92.69049933415799,SS2
1003,2021,Third Term,Biology,90.42804028954532,SS2
1003,2021,Third Term,Economics,67.04017893327426,SS2
1003,2021,Third Term,Government,86.81727509151894,SS2
1003,2021,Third Term,Civic Education,64.41935790481287,SS2
1003,2021,Third Term,Literature in English,86.46528400220477,SS2
1003,2021,Third Term,Agricultural Science,55.175157227672585,SS2
1003,2021,Third Term,Technical Drawing,74.77959593234313,SS2
1003,2021,Third Term,Further Mathematics,54.443710315977846,SS2
1003,2021,Third Term,Yoruba,97.64467081340194,SS2
1003,2022,First Term,Mathematics,87.53902924246225,SS2
1003,2022,First Term,English Language,63.39837300269119,SS2
1003,2022,First Term,Physics,43.882899991952435,SS2
1003,2022,First Term,Chemistry,94.18772998642986,SS2
1003,2022,First Term,Biology,79.57534830762505,SS2
1003,2022,First Term,Economics,63.71098755169764,SS2
1003,2022,First Term,Government,75.51346656638549,SS2
1003,2022,First Term,Civic Education,42.34526583230892,SS2
1003,2022,First Term,Literature in English,66.4889779641953,SS2
1003,2022,First Term,Agricultural Science,48.147098197389404,SS2
1003,2022,First Term,Technical Drawing,54.403636081565494,SS2
1003,2022,First Term,Further Mathematics,72.52861902469584,SS2
1003,2022,First Term,Yoruba,58.2545194367241,SS2
1003,2022,Second Term,Mathematics,53.80968052039734,SS2
1003,2022,Second Term,English Language,82.79844282327524,SS2
1003,2022,Second Term,Physics,51.67609954678173,SS2
1003,2022,Second Term,Chemistry,67.12215536780991,SS2
1003,2022,Second Term,Biology,87.86960224596316,SS2
1003,2022,Second Term,Economics,76.52228170390195,SS2
1003,2022,Second Term,Government,99.82201553549278,SS2
1003,2022,Second Term,Civic Education,80.4146541370792,SS2
1003,2022,Second Term,Literature in English,63.122115859251466,SS2
1003,2022,Second Term,Agricultural Science,52.87532477498813,SS2
1003,2022,Second Term,Technical Drawing,65.77183996156384,SS2
1003,2022,Second Term,Further Mathematics,57.58667073060769,SS2
1003,2022,Second Term,Yoruba,91.46419621002636,SS2
1003,2022,Third Term,Mathematics,84.516102966077,SS2
1003,2022,Third Term,English Language,48.41300784661459,SS2
1003,2022,Third Term,Physics,46.979202169618034,SS2
1003,2022,Third Term,Chemistry,53.48095466525862,SS2
1003,2022,Third Term,Biology,69.03362411952376,SS2
1003,2022,Third Term,Economics,78.3929429962131,SS2
1003,2022,Third Term,Government,40.55872373899117,SS2
1003,2022,Third Term,Civic Education,57.12976636055937,SS2
1003,2022,Third Term,Literature in English,56.78231823606053,SS2
1003,2022,Third Term,Agricultural Science,51.374147580364905,SS2
1003,2022,Third Term,Technical Drawing,98.09083551460287,SS2
1003,2022,Third Term,Further Mathematics,70.48477202036646,SS2
1003,2022,Third Term,Yoruba,97.02679552792381,SS2
1003,2023,First Term,Mathematics,48.83482197479939,SS2
1003,2023,First Term,English Language,64.84870563112551,SS2
1003,2023,First Term,Physics,98.32551425570514,SS2
1003,2023,First Term,Chemistry,64.00965339467484,SS2
1003,2023,First Term,Biology,67.03019634356222,SS2
1003,2023,First Term,Economics,43.488038332871405,SS2
1003,2023,First Term,Government,80.68474008503796,SS2
1003,2023,First Term,Civic Education,77.86052954105764,SS2
1003,2023,First Term,Literature in English,49.46400686449474,SS2
1003,2023,First Term,Agricultural Science,48.87120497629893,SS2
1003,2023,First Term,Technical Drawing,79.5286324010736,SS2
1003,2023,First Term,Further Mathematics,92.104810401116,SS2
1003,2023,First Term,Yoruba,84.08336749550597,SS2
1003,2023,Second Term,Mathematics,43.46174448411468,SS2
1003,2023,Second Term,English Language,81.09845621326758,SS2
1003,2023,Second Term,Physics,73.83921097516402,SS2
1003,2023,Second Term,Chemistry,64.51592150164934,SS2
1003,2023,Second Term,Biology,41.02207076759131,SS2
1003,2023,Second Term,Economics,59.92845132726703,SS2
1003,2023,Second Term,Government,63.65575557264786,SS2
1003,2023,Second Term,Civic Education,43.164121051074304,SS2
1003,2023,Second Term,Literature in English,76.44620936642639,SS2
1003,2023,Second Term,Agricultural Science,97.88695277796947,SS2
1003,2023,Second Term,Technical Drawing,58.68766259407407,SS2
1003,2023,Second Term,Further Mathematics,44.57784962713621,SS2
1003,2023,Second Term,Yoruba,45.561470932683164,SS2
1003,2023,Third Term,Mathematics,73.59905542264873,SS2
1003,2023,Third Term,English Language,59.28897024892489,SS2
1003,2023,Third Term,Physics,48.744742267698726,SS2
1003,2023,Third Term,Chemistry,62.23349847403737,SS2
1003,2023,Third Term,Biology,73.92610909207417,SS2
1003,2023,Third Term,Economics,73.10669102876469,SS2
1003,2023,Third Term,Government,57.82335617150474,SS2
1003,2023,Third Term,Civic Education,78.28629625825303,SS2
1003,2023,Third Term,Literature in English,60.201662386403946,SS2
1003,2023,Third Term,Agricultural Science,87.31579610715615,SS2
1003,2023,Third Term,Technical Drawing,94.04582077696391,SS2
1003,2023,Third Term,Further Mathematics,52.62402000454152,SS2
1003,2023,Third Term,Yoruba,91.23738037495707,SS2
1004,2021,First Term,Mathematics,66.35789530217494,SS3
1004,2021,First Term,English Language,40.01258378503329,SS3
1004,2021,First Term,Physics,45.07526465427814,SS3
1004,2021,First Term,Chemistry,60.49215946202365,SS3
1004,2021,First Term,Biology,41.61684524723046,SS3
1004,2021,First Term,Economics,67.89191005126655,SS3
1004,2021,First Term,Government,74.88440809470731,SS3
1004,2021,First Term,Civic Education,40.48374522106749,SS3
1004,2021,First Term,Literature in English,43.94734492318967,SS3
1004,2021,First Term,Agricultural Science,92.66351635997779,SS3
1004,2021,First Term,Technical Drawing,79.96850954275658,SS3
1004,2021,First Term,Further Mathematics,94.46859140804227,SS3
1004,2021,First Term,Yoruba,85.33112125195058,SS3
1004,2021,Second Term,Mathematics,88.6235817150291,SS3
1004,2021,Second Term,English Language,57.86389465991084,SS3
1004,2021,Second Term,Physics,73.32503216917016,SS3
1004,2021,Second Term,Chemistry,87.50119341449621,SS3
1004,2021,Second Term,Biology,92.98959148558026,SS3
1004,2021,Second Term,Economics,64.22406431429957,SS3
1004,2021,Second Term,Government,66.89771086928637,SS3
1004,2021,Second Term,Civic Education,97.18507111751973,SS3
1004,2021,Second Term,Literature in English,60.05980711126761,SS3
1004,2021,Second Term,Agricultural Science,82.66349564484105,SS3
1004,2021,Second Term,Technical Drawing,87.9396100871468,SS3
1004,2021,Second Term,Further Mathematics,79.71418765239889,SS3
1004,2021,Second Term,Yoruba,46.71966417839075,SS3
1004,2021,Third Term,Mathematics,40.69537309784199,SS3
1004,2021,Third Term,English Language,76.35378055410527,SS3
1004,2021,Third Term,Physics,48.64921687313466,SS3
1004,2021,Third Term,Chemistry,53.192733393601166,SS3
1004,2021,Third Term,Biology,42.63068959680661,SS3
1004,2021,Third Term,Economics,55.960943885300765,SS3
1004,2021,Third Term,Government,67.6823979545086,SS3
1004,2021,Third Term,Civic Education,91.67497105521664,SS3
1004,2021,Third Term,Literature in English,80.3409480341265,SS3
1004,2021,Third Term,Agricultural Science,58.476521564776434,SS3
1004,2021,Third Term,Technical Drawing,75.56484367802753,SS3
1004,2021,Third Term,Further Mathematics,73.07684275703804,SS3
1004,2021,Third Term,Yoruba,98.14426479410693,SS3
1004,2022,First Term,Mathematics,92.9250879448638,SS3
1004,2022,First Term,English Language,62.29326903101898,SS3
1004,2022,First Term,Physics,49.81083487973443,SS3
1004,2022,First Term,Chemistry,93.64974006325403,SS3
1004,2022,First Term,Biology,73.89882895365467,SS3
1004,2022,First Term,Economics,52.51391011589936,SS3
1004,2022,First Term,Government,50.37363010228253,SS3
1004,2022,First Term,Civic Education,94.07788857200083,SS3
1004,2022,First Term,Literature in English,76.94747406798706,SS3
1004,2022,First Term,Agricultural Science,89.41307963823724,SS3
1004,2022,First Term,Technical Drawing,54.7619863205748,SS3
1004,2022,First Term,Further Mathematics,79.90109811613459,SS3
1004,2022,First Term,Yoruba,66.6398966073982,SS3
1004,2022,Second Term,Mathematics,91.62553222491867,SS3
1004,2022,Second Term,English Language,64.60680355892714,SS3
1004,2022,Second Term,Physics,43.38328371958714,SS3
1004,2022,Second Term,Chemistry,88.09935687658627,SS3
1004,2022,Second Term,Biology,96.62390642084,SS3
1004,2022,Second Term,Economics,97.83655478868147,SS3
1004,2022,Second Term,Government,71.27342753511681,SS3
1004,2022,Second Term,Civic Education,88.25231619530739,SS3
1004,2022,Second Term,Literature in English,74.13735652459127,SS3
1004,2022,Second Term,Agricultural Science,72.83471080165151,SS3
1004,2022,Second Term,Technical Drawing,67.68654050538606,SS3
1004,2022,Second Term,Further Mathematics,67.05587294550186,SS3
1004,2022,Second Term,Yoruba,80.57612582911223,SS3
1004,2022,Third Term,Mathematics,86.23110354726062,SS3
1004,2022,Third Term,English Language,61.19218696556378,SS3
1004,2022,Third Term,Physics,40.37484749350064,SS3
1004,2022,Third Term,Chemistry,67.54227596971288,SS3
1004,2022,Third Term,Biology,47.49070685293087,SS3
1004,2022,Third Term,Economics,71.07702798045769,SS3
1004,2022,Third Term,Government,58.15589443020279,SS3
1004,2022,Third Term,Civic Education,90.65304112584319,SS3
1004,2022,Third Term,Literature in English,48.485887428971346,SS3
1004,2022,Third Term,Agricultural Science,86.90760420917161,SS3
1004,2022,Third Term,Technical Drawing,91.1292995856202,SS3
1004,2022,Third Term,Further Mathematics,62.83124566195097,SS3
1004,2022,Third Term,Yoruba,86.07919672105201,SS3
1004,2023,First Term,Mathematics,41.591200337628486,SS3
1004,2023,First Term,English Language,44.56063639043031,SS3
1004,2023,First Term,Physics,93.89397362189973,SS3
1004,2023,First Term,Chemistry,42.91984174289818,SS3
1004,2023,First Term,Biology,55.82360323594708,SS3
1004,2023,First Term,Economics,64.61262190603864,SS3
1004,2023,First Term,Government,59.52819669567188,SS3
1004,2023,First Term,Civic Education,70.4516382848469,SS3
1004,2023,First Term,Literature in English,71.84646775760471,SS3
1004,2023,First Term,Agricultural Science,83.88266642398227,SS3
1004,2023,First Term,Technical Drawing,78.12017168875414,SS3
1004,2023,First Term,Further Mathematics,94.18512511149675,SS3
1004,2023,First Term,Yoruba,51.60220672570913,SS3
1004,2023,Second Term,Mathematics,77.24626981651497,SS3
1004,2023,Second Term,English Language,61.7798184116661,SS3
1004,2023,Second Term,Physics,96.28158741505604,SS3
1004,2023,Second Term,Chemistry,51.83848009948517,SS3
1004,2023,Second Term,Biology,96.0154397981617,SS3
1004,2023,Second Term,Economics,78.86279178470134,SS3
1004,2023,Second Term,Government,76.22794881866528,SS3
1004,2023,Second Term,Civic Education,51.40656639853,SS3
1004,2023,Second Term,Literature in English,59.03314039617092,SS3
1004,2023,Second Term,Agricultural Science,63.821092307133696,SS3
1004,2023,Second Term,Technical Drawing,62.034847877618716,SS3
1004,2023,Second Term,Further Mathematics,79.67016306985612,SS3
1004,2023,Second Term,Yoruba,69.67363026577608,SS3
1004,2023,Third Term,Mathematics,45.69523174938839,SS3
1004,2023,Third Term,English Language,82.66050662707005,SS3
1004,2023,Third Term,Physics,64.8440923795601,SS3
1004,2023,Third Term,Chemistry,70.14912592225016,SS3
1004,2023,Third Term,Biology,64.47823368249152,SS3
1004,2023,Third Term,Economics,72.08348848800969,SS3
1004,2023,Third Term,Government,50.25175330163822,SS3
1004,2023,Third Term,Civic Education,63.06689510227501,SS3
1004,2023,Third Term,Literature in English,48.91949656557446,SS3
1004,2023,Third Term,Agricultural Science,72.78003399895508,SS3
1004,2023,Third Term,Technical Drawing,67.00829388614346,SS3
1004,2023,Third Term,Further Mathematics,66.31618430504535,SS3
1004,2023,Third Term,Yoruba,54.12394011546998,SS3
1005,2021,First Term,Mathematics,45.89091240257485,SS2
1005,2021,First Term,English Language,43.68693141823911,SS2
1005,2021,First Term,Physics,68.23374785086764,SS2
1005,2021,First Term,Chemistry,51.622970398819454,SS2
1005,2021,First Term,Biology,81.53436313331827,SS2
1005,2021,First Term,Economics,78.01824311528566,SS2
1005,2021,First Term,Government,86.35757144163621,SS2
1005,2021,First Term,Civic Education,82.47479995094267,SS2
1005,2021,First Term,Literature in English,51.654386628352285,SS2
1005,2021,First Term,Agricultural Science,68.9701538352539,SS2
1005,2021,First Term,Technical Drawing,82.47533117766191,SS2
1005,2021,First Term,Further Mathematics,52.70929689722432,SS2
1005,2021,First Term,Yoruba,93.5607917484071,SS2
1005,2021,Second Term,Mathematics,82.9525915630239,SS2
1005,2021,Second Term,English Language,66.61761665587869,SS2
1005,2021,Second Term,Physics,98.68343595420626,SS2
1005,2021,Second Term,Chemistry,77.85139574071245,SS2
1005,2021,Second Term,Biology,70.19866299640151,SS2
1005,2021,Second Term,Economics,52.56952433529526,SS2
1005,2021,Second Term,Government,71.86177695840252,SS2
1005,2021,Second Term,Civic Education,87.29493823563107,SS2
1005,2021,Second Term,Literature in English,87.86804344214511,SS2
1005,2021,Second Term,Agricultural Science,96.80140708560971,SS2
1005,2021,Second Term,Technical Drawing,69.18459408429698,SS2
1005,2021,Second Term,Further Mathematics,95.73136000282977,SS2
